ID,Player,From,To,Ht(cm),Wt(kg),Birth Date,Colleges
sundobr01,Bruno Sundov,1999,2005,218.44,220,"February 10, 1980",None
warribr01,Bryan Warrick,1983,1986,195.58,195,"July 22, 1959",Saint Joseph's University
reevebr01,Bryant Reeves,1996,2001,213.36,275,"June 8, 1973",Oklahoma State University
stithbr01,Bryant Stith,1993,2002,195.58,208,"December 10, 1970",University of Virginia
cottobr01,Bryce Cotton,2015,2016,185.42000000000002,165,"August 11, 1992",Providence College
dejeabr01,Bryce Dejean-Jones,2016,2016,198.12,209,"August 21, 1992","University of Southern California, University of Nevada, Las Vegas, Iowa State University"
drewbr01,Bryce Drew,1999,2004,187.96,185,"September 21, 1974",Valparaiso University
forbebr01,Bryn Forbes,2017,2019,190.5,190,"July 23, 1993",Michigan State University
russebr01,Bryon Russell,1994,2006,200.66,225,"December 31, 1970","California State University, Long Beach"
wellsbu01,Bubba Wells,1998,1998,195.58,230,"July 26, 1974",Austin Peay State University
johnsbu01,Buck Johnson,1987,1993,200.66,190,"January 3, 1964",University of Alabama
willibu01,Buck Williams,1982,1998,203.2,215,"March 8, 1960",University of Maryland
hieldbu01,Buddy Hield,2017,2019,193.04,214,"December 17, 1992",University of Oklahoma
cartebu01,Butch Carter,1981,1986,195.58,180,"June 11, 1958",Indiana University
gravebu01,Butch Graves,1985,1985,190.5,200,"January 5, 1962",Yale University
dinkiby01,Byron Dinkins,1990,1991,185.42000000000002,170,"June 15, 1967",University of North Carolina at Charlotte
houstby01,Byron Houston,1993,1996,195.58,250,"November 22, 1969",Oklahoma State University
irvinby01,Byron Irvin,1990,1993,195.58,190,"December 2, 1966","University of Arkansas, University of Missouri"
mulleby01,Byron Mullens,2010,2014,213.36,275,"February 14, 1989",Ohio State University
scottby01,Byron Scott,1984,1997,190.5,195,"March 28, 1961",Arizona State University
milescj01,C.J. Miles,2006,2019,198.12,220,"March 18, 1987",None
watsocj01,C.J. Watson,2008,2017,187.96,175,"April 17, 1984",University of Tennessee
wilcocj01,C.J. Wilcox,2015,2017,195.58,195,"December 30, 1990",University of Washington
willicj01,C.J. Williams,2018,2019,195.58,226,"February 6, 1990",North Carolina State University
mccolcj01,CJ McCollum,2014,2019,190.5,190,"September 19, 1991",Lehigh University
bowdlca01,Cal Bowdler,2000,2002,208.28,245,"March 31, 1977",Old Dominion University
cheanca01,Calbert Cheaney,1994,2006,200.66,209,"July 17, 1971",Indiana University
swanica01,Caleb Swanigan,2018,2019,205.74,250,"April 18, 1997",Purdue University
boothca01,Calvin Booth,2000,2009,210.82,230,"May 7, 1976",Pennsylvania State University
garreca01,Calvin Garrett,1981,1984,200.66,190,"July 11, 1956","Austin Peay State University, Oral Roberts University"
bairsca01,Cameron Bairstow,2015,2016,205.74,250,"December 7, 1990",University of New Mexico
payneca01,Cameron Payne,2016,2019,190.5,190,"August 8, 1994",Murray State University
reynoca01,Cameron Reynolds,2019,2019,203.2,225,"February 7, 1995",Tulane University
scurrca01,Carey Scurry,1986,1988,200.66,188,"December 4, 1962",Long Island University
leverca01,Caris LeVert,2017,2019,200.66,204,"August 25, 1994",University of Michigan
baileca01,Carl Bailey,1982,1982,213.36,210,"April 23, 1958",Tuskegee University
henryca01,Carl Henry,1986,1986,198.12,205,"August 16, 1960","Oklahoma City University, University of Kansas"
herreca01,Carl Herrera,1992,1999,205.74,215,"December 14, 1966","Jacksonville University, University of Houston"
landrca01,Carl Landry,2008,2016,205.74,248,"September 19, 1983",Purdue University
nicksca01,Carl Nicks,1981,1983,185.42000000000002,175,"October 6, 1958",Indiana State University
thomaca01,Carl Thomas,1992,1998,193.04,175,"October 3, 1969",Eastern Michigan University
johnsca01,Carldell Johnson,2012,2012,177.8,180,"January 28, 1983",University of Alabama at Birmingham
arroyca01,Carlos Arroyo,2002,2011,187.96,202,"July 30, 1979",Florida International University
boozeca01,Carlos Boozer,2003,2015,205.74,258,"November 20, 1981",Duke University
clarkca01,Carlos Clark,1984,1985,193.04,210,"August 10, 1960",University of Mississippi
delfica01,Carlos Delfino,2005,2013,198.12,230,"August 29, 1982",None
rogerca01,Carlos Rogers,1995,2002,210.82,220,"February 6, 1971","University of Arkansas at Little Rock, Tennessee State University"
terryca01,Carlos Terry,1981,1983,195.58,210,"June 22, 1956",Winston-Salem State University
mckinca01,Carlton McKinney,1990,1992,193.04,190,"October 21, 1964","University of Tulsa, Southern Methodist University"
anthoca01,Carmelo Anthony,2004,2019,203.2,240,"May 29, 1984",Syracuse University
butleca01,Caron Butler,2003,2016,200.66,228,"March 13, 1980",University of Connecticut
felixca01,Carrick Felix,2014,2014,198.12,201,"August 17, 1990",Arizona State University
martica01,Cartier Martin,2009,2015,200.66,220,"November 20, 1984",Kansas State University
jacobca01,Casey Jacobsen,2003,2008,198.12,215,"March 19, 1981",Stanford University
shawca01,Casey Shaw,1999,1999,210.82,260,"July 20, 1975",University of Toledo
wareca01,Casper Ware,2014,2014,177.8,175,"January 17, 1990","California State University, Long Beach"
osmande01,Cedi Osman,2018,2019,203.2,215,"April 8, 1995",None
ballce01,Cedric Ball,1991,1991,203.2,210,"April 16, 1968",University of North Carolina at Charlotte
bozemce01,Cedric Bozeman,2007,2007,198.12,207,"March 7, 1983","University of California, Los Angeles"
cebalce01,Cedric Ceballos,1991,2001,198.12,190,"August 2, 1969","California State University, Fullerton"
hendece01,Cedric Henderson,1987,1987,203.2,210,"October 3, 1965",University of Georgia
hendece02,Cedric Henderson,1998,2002,200.66,215,"March 11, 1975",University of Memphis
huntece01,Cedric Hunter,1992,1992,182.88,180,"January 16, 1965",University of Kansas
jacksce01,Cedric Jackson,2010,2010,190.5,191,"March 5, 1986","St. John's University, Cleveland State University"
lewisce01,Cedric Lewis,1996,1996,208.28,235,"September 24, 1969",University of Maryland
simmoce01,Cedric Simmons,2007,2009,205.74,235,"January 3, 1986",North Carolina State University
hordgce01,Cedrick Hordges,1981,1982,203.2,220,"January 8, 1957","Auburn University, University of South Carolina"
trybace01,Cezary Trybanski,2003,2004,218.44,240,"September 22, 1979",None
gallach01,Chad Gallagher,1994,1994,208.28,255,"May 30, 1969",Creighton University
kinchch01,Chad Kinch,1981,1981,193.04,190,"May 22, 1958",University of North Carolina at Charlotte
hutchch01,Chandler Hutchison,2019,2019,200.66,197,"April 26, 1996",Boise State University
parsoch01,Chandler Parsons,2012,2019,208.28,230,"October 25, 1988",University of Florida
fryech01,Channing Frye,2006,2019,213.36,255,"May 17, 1983",University of Arizona
barklch01,Charles Barkley,1985,2000,198.12,252,"February 20, 1963",Auburn University
bradlch01,Charles Bradley,1982,1984,195.58,215,"May 16, 1959",University of Wyoming
claxtch01,Charles Claxton,1996,1996,213.36,265,"December 13, 1970",University of Georgia
cookech01,Charles Cooke,2018,2018,195.58,196,"July 1, 1994",University of Dayton
davisch02,Charles Davis,1982,1990,200.66,215,"October 5, 1958",Vanderbilt University
jenkich01,Charles Jenkins,2012,2013,190.5,220,"February 28, 1989",Hofstra University
jonesch03,Charles Jones,1999,2000,190.5,180,"July 17, 1975","Rutgers University, Long Island University"
jonesch01,Charles Jones,1984,1998,205.74,215,"April 3, 1957",Albany State University
jonesch02,Charles Jones,1985,1989,203.2,215,"January 12, 1962",University of Louisville
obannch01,Charles O'Bannon,1998,1999,195.58,209,"February 22, 1975","University of California, Los Angeles"
oaklech01,Charles Oakley,1986,2004,203.2,225,"December 18, 1963",Virginia Union University
pittmch01,Charles Pittman,1983,1986,203.2,220,"March 23, 1958",University of Maryland
shackch01,Charles Shackleford,1989,1999,208.28,225,"April 22, 1966",North Carolina State University
smithch01,Charles Smith,1989,1997,208.28,230,"July 16, 1965",University of Pittsburgh
smithch04,Charles Smith,1998,2006,193.04,194,"August 22, 1975",University of New Mexico
smithch02,Charles Smith,1990,1996,185.42000000000002,160,"November 29, 1967",Georgetown University
thomach01,Charles Thomas,1992,1992,190.5,175,"October 3, 1969",Eastern Michigan University
bellch01,Charlie Bell,2002,2011,190.5,200,"March 12, 1979",Michigan State University
sittoch01,Charlie Sitton,1985,1985,203.2,210,"July 3, 1962",Oregon State University
villach01,Charlie Villanueva,2006,2016,210.82,232,"August 24, 1984",University of Connecticut
wardch01,Charlie Ward,1995,2005,187.96,190,"October 12, 1970",Florida State University
budinch01,Chase Budinger,2010,2016,200.66,209,"May 22, 1988",University of Arizona
randlch01,Chasson Randle,2017,2019,187.96,185,"February 5, 1993",Stanford University
billuch01,Chauncey Billups,1998,2014,190.5,202,"September 25, 1976",University of Colorado
diallch01,Cheick Diallo,2017,2019,205.74,220,"September 13, 1996",University of Kansas
sambch01,Cheikh Samb,2008,2009,215.9,245,"October 22, 1984",None
parksch02,Cherokee Parks,1996,2004,210.82,235,"October 11, 1972",Duke University
metuch01,Chimezie Metu,2019,2019,208.28,225,"March 22, 1997",University of Southern California
onuakch01,Chinanu Onuaku,2017,2018,208.28,245,"November 1, 1996",University of Louisville
anderch01,Chris Andersen,2002,2017,208.28,245,"July 7, 1978",Blinn College
anstech01,Chris Anstey,1998,2000,213.36,249,"January 1, 1975",None
babbch01,Chris Babb,2014,2014,195.58,225,"February 14, 1990","Pennsylvania State University, Iowa State University"
boshch01,Chris Bosh,2004,2016,210.82,235,"March 24, 1984",Georgia Institute of Technology
bouchch01,Chris Boucher,2018,2019,208.28,200,"January 11, 1993",University of Oregon
carrch01,Chris Carr,1996,2001,195.58,207,"March 12, 1974",Southern Illinois University
childch01,Chris Childs,1995,2003,190.5,195,"November 20, 1967",Boise State University
chiozch01,Chris Chiozza,2019,2019,182.88,176,"November 25, 1995",University of Florida
copelch01,Chris Copeland,2013,2016,205.74,239,"March 17, 1984",University of Colorado
corchch01,Chris Corchiani,1992,1994,182.88,185,"March 28, 1968",North Carolina State University
crawfch01,Chris Crawford,1998,2004,205.74,235,"May 13, 1975",Marquette University
douglch01,Chris Douglas-Roberts,2009,2015,200.66,200,"January 8, 1987",University of Memphis
dudlech02,Chris Dudley,1988,2003,210.82,235,"February 22, 1965",Yale University
duhonch01,Chris Duhon,2005,2013,185.42000000000002,185,"August 31, 1982",Duke University
englech01,Chris Engler,1983,1988,210.82,245,"March 1, 1959","University of Minnesota, University of Wyoming"
garnech01,Chris Garner,1998,2001,177.8,156,"February 2, 1975",University of Memphis
gatlich01,Chris Gatling,1992,2002,208.28,220,"September 3, 1967",Old Dominion University
herrech01,Chris Herren,2000,2001,187.96,197,"September 27, 1975","Boston College, California State University, Fresno"
huntech01,Chris Hunter,2010,2010,210.82,240,"July 7, 1984",University of Michigan
jeffech01,Chris Jefferies,2003,2004,203.2,225,"February 13, 1980","University of Arkansas, California State University, Fresno"
jentch01,Chris Jent,1994,1997,200.66,220,"January 11, 1970",Ohio State University
johnsch03,Chris Johnson,2011,2013,210.82,210,"July 15, 1985",Louisiana State University
johnsch04,Chris Johnson,2013,2016,198.12,206,"April 29, 1990",University of Dayton
kamanch01,Chris Kaman,2004,2016,213.36,265,"April 28, 1982",Central Michigan University
kingch01,Chris King,1994,1999,203.2,215,"July 24, 1969",Wake Forest University
mccrach01,Chris McCray,2007,2007,195.58,192,"May 27, 1984",University of Maryland
mcculch01,Chris McCullough,2016,2018,210.82,200,"February 5, 1995",Syracuse University
mcneach01,Chris McNealy,1986,1988,200.66,210,"July 15, 1961",San Jose State University
mihmch01,Chris Mihm,2001,2009,213.36,265,"July 16, 1979",University of Texas at Austin
millsch01,Chris Mills,1994,2003,198.12,215,"January 25, 1970","University of Kentucky, University of Arizona"
morrich01,Chris Morris,1989,1999,203.2,210,"January 20, 1966",Auburn University
mullich01,Chris Mullin,1986,2001,198.12,200,"July 30, 1963",St. John's University
munkch01,Chris Munk,1991,1991,205.74,225,"August 5, 1967",University of Southern California
owensch01,Chris Owens,2003,2003,200.66,245,"March 1, 1979","Tulane University, University of Texas at Austin"
paulch01,Chris Paul,2006,2019,182.88,175,"May 6, 1985",Wake Forest University
portech01,Chris Porter,2001,2001,200.66,218,"May 9, 1978",Auburn University
quinnch01,Chris Quinn,2007,2013,187.96,185,"September 27, 1983",University of Notre Dame
richach01,Chris Richard,2008,2010,205.74,270,"December 25, 1984",University of Florida
robinch01,Chris Robinson,1997,1998,195.58,200,"April 2, 1974",Western Kentucky University
singlch01,Chris Singleton,2012,2014,203.2,230,"November 21, 1989",Florida State University
smithch05,Chris Smith,2014,2014,187.96,200,"October 13, 1987","Manhattan College, University of Louisville"
smithch03,Chris Smith,1993,1995,190.5,190,"May 17, 1970",University of Connecticut
taftch01,Chris Taft,2006,2006,208.28,260,"March 10, 1985",University of Pittsburgh
washbch01,Chris Washburn,1987,1988,210.82,225,"May 13, 1965",North Carolina State University
webbech01,Chris Webber,1994,2008,205.74,245,"March 1, 1973",University of Michigan
welpch01,Chris Welp,1988,1990,213.36,245,"January 2, 1964",University of Washington
whitnch01,Chris Whitney,1994,2004,182.88,168,"October 5, 1971",Clemson University
wilcoch01,Chris Wilcox,2003,2013,208.28,221,"September 3, 1982",University of Maryland
wrighch01,Chris Wright,2012,2014,203.2,226,"September 30, 1988",University of Dayton
wrighch02,Chris Wright,2013,2013,185.42000000000002,210,"November 4, 1989",Georgetown University
eyengch01,Christian Eyenga,2011,2012,195.58,210,"June 22, 1989",None
laettch01,Christian Laettner,1993,2005,210.82,235,"August 17, 1969",Duke University
woodch01,Christian Wood,2016,2019,208.28,214,"September 27, 1995","University of Nevada, Las Vegas"
coxch01,Chubby Cox,1983,1983,187.96,180,"December 29, 1955","Villanova University, University of San Francisco"
aleksch01,Chuck Aleksinas,1985,1985,210.82,260,"February 26, 1959","University of Kentucky, University of Connecticut"
hayesch01,Chuck Hayes,2006,2016,198.12,240,"June 11, 1983",University of Kentucky
nevitch01,Chuck Nevitt,1983,1994,226.06,217,"June 13, 1959",North Carolina State University
persoch01,Chuck Person,1987,2000,203.2,220,"June 27, 1964",Auburn University
atkinch01,Chucky Atkins,2000,2010,180.34,160,"August 14, 1974",University of South Florida
brownch01,Chucky Brown,1990,2002,200.66,214,"February 29, 1968",North Carolina State University
keacl01,Clarence Kea,1981,1982,198.12,218,"February 2, 1959",Lamar University
weathcl01,Clarence Weatherspoon,1993,2005,198.12,240,"September 8, 1970",University of Southern Mississippi
kellocl01,Clark Kellogg,1983,1987,200.66,225,"July 2, 1961",Ohio State University
gregocl01,Claude Gregory,1986,1988,203.2,205,"December 26, 1958",University of Wisconsin
johnscl02,Clay Johnson,1982,1984,193.04,175,"July 18, 1956",University of Missouri
earlycl01,Cleanthony Early,2015,2016,203.2,210,"April 17, 1991",Wichita State University
alexacl01,Cliff Alexander,2016,2016,203.2,245,"November 16, 1995",University of Kansas
levincl01,Cliff Levingston,1983,1995,203.2,210,"January 4, 1961",Wichita State University
lettcl01,Clifford Lett,1990,1991,190.5,170,"December 23, 1965",University of Florida
robincl02,Clifford Robinson,1990,2007,208.28,225,"December 16, 1966",University of Connecticut
roziecl01,Clifford Rozier,1995,1998,210.82,245,"October 31, 1972","University of North Carolina, University of Louisville"
capelca01,Clint Capela,2015,2019,208.28,240,"May 18, 1994",None
mcdancl01,Clint McDaniel,1996,1996,193.04,180,"February 26, 1972",University of Arkansas
smithcl01,Clinton Smith,1987,1991,198.12,210,"January 19, 1964","Ohio State University, Cleveland State University"
wheelcl01,Clinton Wheeler,1988,1989,185.42000000000002,185,"October 27, 1959",William Paterson University
drexlcl01,Clyde Drexler,1984,1998,200.66,210,"June 22, 1962",University of Houston
karlco01,Coby Karl,2008,2010,195.58,215,"March 6, 1983",Boise State University
zelleco01,Cody Zeller,2014,2019,213.36,240,"October 5, 1992",Indiana University
aldrico01,Cole Aldrich,2011,2018,210.82,250,"October 31, 1988",University of Kansas
sextoco01,Collin Sexton,2019,2019,187.96,190,"January 4, 1999",University of Alabama
