Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,Year
33,DEN,Chris Herren,"California State University, Fresno",2,70,1005,224,73,167,.336,.328,.692,14.4,3.2,1.0,2.4,0.5,.025,-5.6,-0.9,1999
34,NJN,Evan Eschmeyer,Northwestern University,4,153,2138,421,601,76,.463,,.621,14.0,2.8,3.9,0.5,4.0,.090,-1.1,0.5,1999
35,WAS,Calvin Booth,Pennsylvania State University,10,366,4477,1190,1010,151,.451,.222,.748,12.2,3.3,2.8,0.4,8.0,.086,-1.3,0.8,1999
36,DAL,Wang Zhizhi,,5,137,1256,604,231,39,.417,.385,.735,9.2,4.4,1.7,0.3,2.1,.078,-4.3,-0.7,1999
37,VAN,Obinna Ekezie,University of Maryland,4,143,1516,510,383,31,.423,.000,.720,10.6,3.6,2.7,0.2,1.7,.054,-6.1,-1.5,1999
38,ORL,Laron Profit,University of Maryland,4,135,1537,441,209,166,.419,.236,.712,11.4,3.3,1.5,1.2,0.7,.021,-3.4,-0.5,1999
39,CLE,A.J. Bramlett,University of Arizona,1,8,61,8,22,0,.190,,,7.6,1.0,2.8,0.0,-0.2,-.129,-16.8,-0.2,1999
40,DAL,Gordan Giricek,,6,384,8824,3670,941,584,.442,.368,.823,23.0,9.6,2.5,1.5,8.0,.044,-3.1,-2.5,1999
41,DEN,Francisco Elson,University of California,9,472,7207,1726,1638,260,.478,.188,.700,15.3,3.7,3.5,0.6,11.7,.078,-1.6,0.8,1999
42,MIN,Louis Bullock,University of Michigan,,,,,,,,,,,,,,,,,,1999
43,CHH,Lee Nailon,Texas Christian University,6,306,5820,2622,936,298,.474,.111,.786,19.0,8.6,3.1,1.0,8.0,.066,-3.1,-1.5,1999
44,HOU,Tyrone Washington,Mississippi State University,,,,,,,,,,,,,,,,,,1999
45,SAC,Ryan Robertson,University of Kansas,1,1,25,5,0,0,.333,.000,1.000,25.0,5.0,0.0,0.0,0.0,-.022,-8.4,0.0,1999
46,NYK,J.R. Koch,University of Iowa,,,,,,,,,,,,,,,,,,1999
47,PHI,Todd MacCulloch,University of Washington,4,223,3439,1369,888,121,.541,,.642,15.4,6.1,4.0,0.5,11.9,.166,0.2,1.9,1999
48,MIL,Galen Young,University of North Carolina at Charlotte,,,,,,,,,,,,,,,,,,1999
49,CHI,Lari Ketner,University of Massachusetts Amherst,2,25,139,34,34,2,.406,,.667,5.6,1.4,1.4,0.1,0.0,-.015,-11.2,-0.3,1999
50,HOU,Venson Hamilton,University of Nebraska,,,,,,,,,,,,,,,,,,1999
51,VAN,Antwain Smith,Saint Paul's College,,,,,,,,,,,,,,,,,,1999
52,POR,Roberto Bergersen,Boise State University,,,,,,,,,,,,,,,,,,1999
53,MIA,Rodney Buford,Creighton University,5,230,4182,1472,598,179,.412,.300,.758,18.2,6.4,2.6,0.8,2.9,.033,-4.6,-2.8,1999
54,DET,Melvin Levett,University of Cincinnati,,,,,,,,,,,,,,,,,,1999
55,BOS,Kris Clack,University of Texas at Austin,,,,,,,,,,,,,,,,,,1999
56,GSW,Tim Young,Stanford University,1,25,137,54,35,5,.333,,.778,5.5,2.2,1.4,0.2,0.2,.058,-7.9,-0.2,1999
57,SAS,Manu Ginobili,,16,1057,26859,14043,3697,4001,.447,.369,.827,25.4,13.3,3.5,3.8,106.4,.190,4.9,47.1,1999
58,UTA,Eddie Lucas,Virginia Polytechnic Institute and State University,,,,,,,,,,,,,,,,,,1999
1,NJN,Kenyon Martin,University of Cincinnati,15,757,23134,9325,5159,1439,.483,.234,.629,30.6,12.3,6.8,1.9,48.0,.100,0.7,15.5,2000
2,VAN,Stromile Swift,Louisiana State University,9,547,10804,4582,2535,275,.473,.074,.699,19.8,8.4,4.6,0.5,21.3,.095,-1.9,0.2,2000
3,LAC,Darius Miles,,7,446,11730,4507,2190,840,.472,.168,.590,26.3,10.1,4.9,1.9,9.5,.039,-1.2,2.3,2000
4,CHI,Marcus Fizer,Iowa State University,6,289,6032,2782,1340,352,.435,.191,.691,20.9,9.6,4.6,1.2,2.7,.022,-4.7,-4.1,2000
5,ORL,Mike Miller,University of Florida,17,1032,27812,10973,4376,2666,.459,.407,.769,26.9,10.6,4.2,2.6,60.7,.105,0.9,20.3,2000
6,ATL,DerMarr Johnson,University of Cincinnati,7,344,5930,2121,769,304,.411,.336,.789,17.2,6.2,2.2,0.9,6.4,.052,-1.6,0.6,2000
7,CHI,Chris Mihm,University of Texas at Austin,8,436,8758,3262,2302,223,.459,.231,.704,20.1,7.5,5.3,0.5,13.3,.073,-3.8,-4.1,2000
8,CLE,Jamal Crawford,University of Michigan,19,1326,38988,19414,2948,4538,.410,.348,.862,29.4,14.6,2.2,3.4,60.6,.075,-1.1,8.9,2000
9,HOU,Joel Przybilla,University of Minnesota,13,592,11733,2293,3665,256,.552,.000,.557,19.8,3.9,6.2,0.4,23.0,.094,-0.9,3.3,2000
10,ORL,Keyon Dooling,University of Missouri,13,728,14134,5067,964,1601,.416,.349,.799,19.4,7.0,1.3,2.2,18.5,.063,-3.0,-3.6,2000
11,BOS,Jerome Moiso,"University of California, Los Angeles",5,145,1392,386,395,38,.489,.000,.593,9.6,2.7,2.7,0.3,2.1,.074,-3.8,-0.6,2000
12,DAL,Etan Thomas,Syracuse University,9,409,7084,2341,1927,149,.513,,.603,17.3,5.7,4.7,0.4,14.9,.101,-2.6,-1.0,2000
13,ORL,Courtney Alexander,"California State University, Fresno",3,187,4067,1690,409,227,.422,.339,.813,21.7,9.0,2.2,1.2,4.1,.048,-4.0,-2.1,2000
14,DET,Mateen Cleaves,Michigan State University,6,167,1863,609,175,310,.389,.267,.728,11.2,3.6,1.0,1.9,-0.8,-.021,-6.3,-2.0,2000
15,MIL,Jason Collier,Georgia Institute of Technology,5,151,2178,841,443,51,.455,.350,.738,14.4,5.6,2.9,0.3,1.9,.042,-6.3,-2.3,2000
16,SAC,Hedo Turkoglu,,15,997,26695,11022,3971,2832,.426,.384,.784,26.8,11.1,4.0,2.8,63.3,.114,1.2,21.4,2000
17,SEA,Desmond Mason,Oklahoma State University,10,643,19641,7767,2863,1049,.449,.260,.740,30.5,12.1,4.5,1.6,23.1,.056,-2.4,-1.9,2000
18,LAC,Quentin Richardson,DePaul University,13,783,20785,8032,3666,1138,.397,.355,.718,26.5,10.3,4.7,1.5,32.8,.076,-0.3,8.9,2000
19,CHH,Jamaal Magloire,University of Kentucky,12,680,14621,4917,4408,386,.480,.000,.639,21.5,7.2,6.5,0.6,27.7,.091,-2.9,-3.3,2000
20,PHI,Speedy Claxton,Hofstra University,7,334,8548,3096,830,1441,.409,.193,.762,25.6,9.3,2.5,4.3,14.2,.080,-0.7,2.8,2000
21,TOR,Morris Peterson,Michigan State University,11,711,19366,7628,2483,1090,.418,.373,.773,27.2,10.7,3.5,1.5,35.7,.089,0.0,9.7,2000
22,NYK,Donnell Harvey,University of Florida,5,205,3318,1150,827,161,.460,.100,.659,16.2,5.6,4.0,0.8,4.7,.069,-2.7,-0.6,2000
23,UTA,DeShawn Stevenson,,13,824,18396,5930,1832,1355,.406,.340,.698,22.3,7.2,2.2,1.6,12.1,.032,-3.0,-4.6,2000
24,CHI,Dalibor Bagaric,,3,95,973,251,238,37,.361,.000,.559,10.2,2.6,2.5,0.4,-0.9,-.043,-6.8,-1.2,2000
25,PHO,Jake Tsakalidis,,7,315,5005,1497,1238,101,.490,.000,.657,15.9,4.8,3.9,0.3,9.9,.095,-3.1,-1.3,2000
26,DEN,Mamadou N'Diaye,Auburn University,5,69,858,262,225,8,.427,.000,.736,12.4,3.8,3.3,0.1,1.8,.101,-5.3,-0.7,2000
27,IND,Primoz Brezec,,8,342,6192,2452,1327,179,.498,.167,.701,18.1,7.2,3.9,0.5,10.8,.084,-2.5,-0.8,2000
28,POR,Erick Barkley,St. John's University,2,27,266,77,21,40,.356,.267,.900,9.9,2.9,0.8,1.5,0.2,.027,-3.8,-0.1,2000
29,LAL,Mark Madsen,Stanford University,9,453,5335,975,1157,181,.457,.063,.527,11.8,2.2,2.6,0.4,8.2,.074,-2.2,-0.2,2000
30,LAC,Marko Jaric,,7,447,11246,3193,1200,1600,.404,.344,.730,25.2,7.1,2.7,3.6,12.1,.052,-0.5,4.3,2000
31,DAL,Dan Langhi,Vanderbilt University,4,133,1253,393,199,39,.391,.289,.613,9.4,3.0,1.5,0.3,0.3,.012,-6.8,-1.5,2000
32,CHI,A.J. Guyton,Indiana University,3,80,1246,442,80,147,.377,.378,.822,15.6,5.5,1.0,1.8,0.3,.010,-5.4,-1.1,2000
33,CHI,Jake Voskuhl,University of Connecticut,9,450,6443,1814,1539,237,.487,.333,.714,14.3,4.0,3.4,0.5,11.6,.087,-2.2,-0.3,2000
34,CHI,Khalid El-Amin,University of Connecticut,1,50,936,314,81,145,.370,.333,.778,18.7,6.3,1.6,2.9,0.6,.030,-3.8,-0.4,2000
35,WAS,Mike Smith,University of Louisiana at Monroe,1,17,180,51,22,10,.322,.167,.625,10.6,3.0,1.3,0.6,-0.1,-.033,-5.5,-0.2,2000
36,NJN,Soumaila Samake,,2,47,303,68,76,5,.389,,.462,6.4,1.4,1.6,0.1,0.3,.046,-6.5,-0.3,2000
37,MIA,Eddie House,Arizona State University,11,717,12405,5356,1223,1112,.409,.390,.851,17.3,7.5,1.7,1.6,20.0,.077,-1.5,1.6,2000
38,HOU,Eduardo Najera,University of Oklahoma,12,619,11213,3052,2307,493,.481,.311,.671,18.1,4.9,3.7,0.8,24.7,.106,0.3,6.4,2000
39,NYK,Lavor Postell,St. John's University,3,61,446,195,45,13,.335,.250,.795,7.3,3.2,0.7,0.2,-0.2,-.025,-8.6,-0.7,2000
40,ATL,Hanno Mottola,University of Utah,2,155,2360,715,442,75,.442,.063,.783,15.2,4.6,2.9,0.5,0.9,.019,-5.8,-2.3,2000
41,SAS,Chris Carrawell,Duke University,,,,,,,,,,,,,,,,,,2000
42,SEA,Olumide Oyedeji,,3,93,587,127,196,11,.495,,.659,6.3,1.4,2.1,0.1,1.2,.095,-4.7,-0.4,2000
43,MIL,Michael Redd,Ohio State University,12,629,20104,11972,2411,1338,.447,.380,.838,32.0,19.0,3.8,2.1,55.9,.134,0.9,14.9,2000
44,DET,Brian Cardinal,Purdue University,12,456,6477,2108,1050,465,.408,.372,.861,14.2,4.6,2.3,1.0,15.4,.114,0.7,4.5,2000
45,SAC,Jabari Smith,Louisiana State University,4,108,1063,329,178,66,.413,.125,.690,9.8,3.0,1.6,0.6,1.3,.058,-4.0,-0.5,2000
46,TOR,DeeAndre Hulett,College of the Sequoias,,,,,,,,,,,,,,,,,,2000
47,SEA,Josip Sesar,,,,,,,,,,,,,,,,,,,2000
48,PHI,Mark Karcher,Temple University,,,,,,,,,,,,,,,,,,2000
49,MIL,Jason Hart,Syracuse University,9,341,5289,1623,567,774,.417,.315,.788,15.5,4.8,1.7,2.3,8.6,.078,-1.7,0.3,2000
50,UTA,Kaniel Dickens,University of Idaho,3,19,85,22,12,2,.400,.333,.750,4.5,1.2,0.6,0.1,0.1,.055,-5.0,-0.1,2000
51,MIN,Igor Rakocevic,,1,42,244,78,17,33,.379,.417,.806,5.8,1.9,0.4,0.8,0.1,.022,-7.1,-0.3,2000
52,MIA,Ernest Brown,Indian Hills Community College,1,3,21,3,6,0,.167,,.250,7.0,1.0,2.0,0.0,-0.2,-.349,-24.7,-0.1,2000
53,DEN,Dan McClintock,Northern Arizona University,1,6,58,18,17,1,.500,,.000,9.7,3.0,2.8,0.2,0.0,.007,-6.6,-0.1,2000
54,SAS,Cory Hightower,Indian Hills Community College,,,,,,,,,,,,,,,,,,2000
55,GSW,Chris Porter,Auburn University,1,51,1147,440,189,61,.389,.000,.667,22.5,8.6,3.7,1.2,0.2,.008,-4.6,-0.8,2000
56,IND,Jaquay Walls,University of Colorado,,,,,,,,,,,,,,,,,,2000
57,ATL,Scoonie Penn,Ohio State University,,,,,,,,,,,,,,,,,,2000
58,DAL,Pete Mickeal,University of Cincinnati,,,,,,,,,,,,,,,,,,2000
1,WAS,Kwame Brown,,12,607,13389,4035,3333,554,.492,.111,.570,22.1,6.6,5.5,0.9,20.8,.074,-2.1,-0.4,2001
2,LAC,Tyson Chandler,,18,1134,31398,9475,10401,961,.596,.000,.645,27.7,8.4,9.2,0.8,101.5,.155,1.5,27.4,2001
3,ATL,Pau Gasol,,18,1226,41001,20894,11305,3925,.507,.368,.753,33.4,17.0,9.2,3.2,144.1,.169,3.5,56.8,2001
4,CHI,Eddy Curry,,11,527,13109,6820,2725,287,.545,1.000,.642,24.9,12.9,5.2,0.5,21.7,.080,-3.5,-5.0,2001
5,GSW,Jason Richardson,Michigan State University,13,857,29241,14644,4245,2284,.438,.370,.707,34.1,17.1,5.0,2.7,59.1,.097,1.3,24.4,2001
6,MEM,Shane Battier,Duke University,13,977,30004,8408,4082,1717,.437,.384,.743,30.7,8.6,4.2,1.8,75.7,.121,2.9,37.0,2001
7,NJN,Eddie Griffin,Seton Hall University,5,303,6729,2171,1744,236,.377,.315,.671,22.2,7.2,5.8,0.8,10.9,.078,-1.0,1.7,2001
8,CLE,DeSagana Diop,,12,601,8403,1185,2219,270,.427,.167,.467,14.0,2.0,3.7,0.4,12.8,.073,0.0,4.3,2001
9,DET,Rodney White,University of North Carolina at Charlotte,4,218,3354,1540,485,237,.424,.314,.749,15.4,7.1,2.2,1.1,1.8,.026,-3.8,-1.5,2001
10,BOS,Joe Johnson,University of Arkansas,17,1276,44234,20405,5059,5001,.441,.371,.802,34.7,16.0,4.0,3.9,82.8,.090,0.4,26.4,2001
11,BOS,Kedrick Brown,Okaloosa-Walton Community College,4,143,1935,509,347,103,.405,.274,.640,13.5,3.6,2.4,0.7,3.0,.074,-2.2,-0.1,2001
12,SEA,Vladimir Radmanovic,,12,737,16164,5879,2784,998,.415,.378,.758,21.9,8.0,3.8,1.4,26.5,.079,-0.1,7.7,2001
13,HOU,Richard Jefferson,University of Arizona,17,1181,34293,14904,4720,2412,.464,.376,.768,29.0,12.6,4.0,2.0,83.0,.116,0.3,19.8,2001
14,GSW,Troy Murphy,University of Notre Dame,12,729,19921,7860,5708,1088,.445,.388,.785,27.3,10.8,7.8,1.5,50.3,.121,-0.1,9.5,2001
15,ORL,Steven Hunter,DePaul University,8,400,5993,1817,1264,79,.560,.000,.485,15.0,4.5,3.2,0.2,10.6,.085,-2.8,-1.3,2001
16,CHH,Kirk Haston,Indiana University,2,27,134,32,27,8,.232,.000,.500,5.0,1.2,1.0,0.3,-0.5,-.197,-13.5,-0.4,2001
17,TOR,Michael Bradley,Villanova University,5,173,2016,483,591,93,.477,.143,.511,11.7,2.8,3.4,0.5,2.0,.047,-3.7,-0.9,2001
18,HOU,Jason Collins,Stanford University,13,735,14974,2621,2706,626,.411,.206,.647,20.4,3.6,3.7,0.9,20.1,.064,-2.0,0.2,2001
19,POR,Zach Randolph,Michigan State University,17,1116,34616,18578,10208,2049,.471,.273,.764,31.0,16.6,9.1,1.8,81.1,.112,-0.4,13.6,2001
20,CLE,Brendan Haywood,University of North Carolina,13,816,18680,5538,4875,442,.528,.000,.587,22.9,6.8,6.0,0.5,43.8,.113,-0.2,8.4,2001
21,BOS,Joseph Forte,University of North Carolina,2,25,125,30,17,17,.234,.000,.800,5.0,1.2,0.7,0.7,-0.4,-.166,-10.1,-0.3,2001
22,ORL,Jeryl Sasser,Southern Methodist University,2,82,1061,204,191,67,.303,.295,.687,12.9,2.5,2.3,0.8,0.7,.032,-2.9,-0.2,2001
23,HOU,Brandon Armstrong,Pepperdine University,3,108,699,239,63,24,.352,.333,.600,6.5,2.2,0.6,0.2,-0.6,-.039,-8.6,-1.2,2001
24,UTA,Raul Lopez,,2,113,2135,733,194,428,.429,.346,.853,18.9,6.5,1.7,3.8,2.1,.047,-3.5,-0.8,2001
25,SAC,Gerald Wallace,University of Alabama,14,832,24731,9933,4838,1725,.469,.312,.709,29.7,11.9,5.8,2.1,59.7,.116,2.4,27.3,2001
26,PHI,Samuel Dalembert,Seton Hall University,13,886,21646,6814,6942,465,.521,.083,.706,24.4,7.7,7.8,0.5,51.3,.114,-0.7,7.2,2001
27,MEM,Jamaal Tinsley,Iowa State University,11,547,14443,4652,1605,3330,.393,.299,.716,26.4,8.5,2.9,6.1,17.2,.057,-0.4,5.7,2001
28,SAS,Tony Parker,,18,1254,38279,19473,3396,7036,.491,.324,.751,30.5,15.5,2.7,5.6,111.3,.140,0.7,25.7,2001
30,CHI,Trenton Hassell,Austin Peay State University,9,644,16278,3741,1826,1132,.445,.318,.765,25.3,5.8,2.8,1.8,13.8,.041,-2.3,-1.3,2001
31,GSW,Gilbert Arenas,University of Arizona,11,552,19351,11402,2168,2909,.421,.351,.803,35.1,20.7,3.9,5.3,51.3,.127,2.9,24.1,2001
32,ORL,Omar Cook,St. John's University,2,22,213,37,13,46,.333,.000,.500,9.7,1.7,0.6,2.1,-0.1,-.021,-6.1,-0.2,2001
33,MEM,Will Solomon,Clemson University,2,115,1584,584,132,225,.378,.298,.692,13.8,5.1,1.1,2.0,0.0,.000,-4.7,-1.1,2001
34,ATL,Terence Morris,University of Maryland,3,139,1934,472,377,93,.407,.196,.711,13.9,3.4,2.7,0.7,1.0,.025,-3.6,-0.8,2001
35,NJN,Brian Scalabrine,University of Southern California,11,520,6772,1594,1034,436,.390,.344,.783,13.0,3.1,2.0,0.8,7.6,.054,-2.6,-1.1,2001
36,CLE,Jeff Trepagnier,University of Southern California,3,31,270,88,43,22,.337,.462,.700,8.7,2.8,1.4,0.7,-0.2,-.038,-4.8,-0.2,2001
37,PHI,Damone Brown,Syracuse University,4,39,351,108,52,19,.336,.286,.667,9.0,2.8,1.3,0.5,-0.7,-.100,-10.3,-0.7,2001
38,DET,Mehmet Okur,,10,634,18429,8561,4436,1089,.458,.375,.797,29.1,13.5,7.0,1.7,54.7,.142,1.4,15.7,2001
39,NYK,Michael Wright,University of Arizona,,,,,,,,,,,,,,,,,,2001
40,SEA,Earl Watson,"University of California, Los Angeles",13,878,19494,5593,1985,3871,.411,.324,.703,22.2,6.4,2.3,4.4,19.2,.047,-1.8,1.0,2001
41,IND,Jamison Brewer,Auburn University,4,54,468,89,50,56,.372,.250,.393,8.7,1.6,0.9,1.0,0.0,-.001,-4.4,-0.3,2001
42,SEA,Bobby Simmons,DePaul University,10,466,11513,4189,1791,710,.437,.396,.823,24.7,9.0,3.8,1.5,20.1,.084,-0.1,5.4,2001
43,NYK,Eric Chenowith,University of Kansas,,,,,,,,,,,,,,,,,,2001
44,DAL,Kyle Hill,Eastern Illinois University,,,,,,,,,,,,,,,,,,2001
45,CHI,Sean Lampley,University of California,2,45,550,203,94,33,.463,.000,.691,12.2,4.5,2.1,0.7,1.1,.096,-3.2,-0.2,2001
46,MIN,Loren Woods,University of Arizona,6,215,2428,555,682,74,.419,.143,.642,11.3,2.6,3.2,0.3,3.1,.062,-2.9,-0.6,2001
47,DEN,Ousmane Cisse,,,,,,,,,,,,,,,,,,,2001
48,MEM,Antonis Fotsis,,1,28,320,108,62,10,.404,.304,.850,11.4,3.9,2.2,0.4,0.1,.017,-4.9,-0.2,2001
49,MIA,Ken Johnson,Ohio State University,1,16,156,32,32,0,.405,,.333,9.8,2.0,2.0,0.0,0.0,-.002,-10.0,-0.3,2001
50,POR,Ruben Boumtje-Boumtje,Georgetown University,3,44,276,43,57,6,.368,,.556,6.3,1.0,1.3,0.1,0.2,.027,-4.5,-0.2,2001
51,PHO,Alton Ford,University of Houston,3,73,524,186,124,11,.507,,.697,7.2,2.5,1.7,0.2,0.8,.074,-6.5,-0.6,2001
52,MIL,Andre Hutson,Michigan State University,,,,,,,,,,,,,,,,,,2001
53,UTA,Jarron Collins,Stanford University,10,542,8542,2095,1579,419,.455,.000,.699,15.8,3.9,2.9,0.8,15.7,.088,-1.8,0.5,2001
54,DAL,Kenny Satterfield,University of Cincinnati,2,75,1062,321,95,176,.335,.218,.746,14.2,4.3,1.3,2.3,-1.1,-.051,-6.1,-1.1,2001
55,SAC,Maurice Jeffers,Saint Louis University,,,,,,,,,,,,,,,,,,2001
56,SAS,Robertas Javtokas,,,,,,,,,,,,,,,,,,,2001
57,PHI,Alvin Jones,Georgia Institute of Technology,1,23,126,26,36,3,.400,,.500,5.5,1.1,1.6,0.1,0.1,.034,-4.5,-0.1,2001
58,SAS,Bryan Bracey,University of Oregon,,,,,,,,,,,,,,,,,,2001
1,HOU,Yao Ming,,8,486,15818,9247,4494,769,.524,.200,.833,32.5,19.0,9.2,1.6,65.9,.200,2.3,17.0,2002
2,CHI,Jay Williams,Duke University,1,75,1961,714,195,350,.399,.322,.640,26.1,9.5,2.6,4.7,0.8,.020,-2.2,-0.1,2002
3,GSW,Mike Dunleavy,Duke University,15,986,27340,11048,4211,2185,.441,.377,.803,27.7,11.2,4.3,2.2,58.5,.103,0.3,15.9,2002
4,MEM,Drew Gooden,University of Kansas,14,790,20127,8653,5618,896,.462,.257,.760,25.5,11.0,7.1,1.1,43.9,.105,-1.5,2.3,2002
5,DEN,Nikoloz Tskitishvili,,4,172,1946,507,307,114,.304,.235,.730,11.3,2.9,1.8,0.7,-1.6,-.039,-6.3,-2.1,2002
6,CLE,Dajuan Wagner,University of Memphis,4,103,2202,964,142,195,.366,.321,.770,21.4,9.4,1.4,1.9,0.0,.000,-5.6,-2.0,2002
7,NYK,Nene Hilario,,17,965,25237,10909,5828,1719,.548,.132,.660,26.2,11.3,6.0,1.8,73.3,.139,1.8,24.4,2002
8,LAC,Chris Wilcox,University of Maryland,11,628,12474,5150,3076,455,.541,.000,.643,19.9,8.2,4.9,0.7,26.9,.103,-1.6,1.2,2002
9,PHO,Amar'e Stoudemire,,14,846,26254,15994,6632,1050,.537,.236,.761,31.0,18.9,7.8,1.2,92.5,.169,0.5,16.8,2002
10,MIA,Caron Butler,University of Connecticut,14,881,28333,12430,4387,2007,.434,.348,.847,32.2,14.1,5.0,2.3,50.9,.086,0.2,15.9,2002
11,WAS,Jared Jeffries,Indiana University,11,629,13579,3003,2563,798,.426,.250,.583,21.6,4.8,4.1,1.3,13.1,.046,-0.9,3.8,2002
12,LAC,Melvin Ely,"California State University, Fresno",9,375,6005,1992,1215,261,.460,.000,.625,16.0,5.3,3.2,0.7,4.0,.032,-3.6,-2.4,2002
13,MIL,Marcus Haislip,University of Tennessee,4,89,854,311,131,16,.437,.350,.659,9.6,3.5,1.5,0.2,0.5,.026,-6.2,-0.9,2002
14,IND,Fred Jones,University of Oregon,7,430,10299,3206,958,990,.411,.353,.809,24.0,7.5,2.2,2.3,16.5,.077,-0.9,2.8,2002
15,HOU,Bostjan Nachbar,,6,317,5628,2252,836,283,.406,.375,.784,17.8,7.1,2.6,0.9,8.7,.074,-2.3,-0.4,2002
16,PHI,Jiri Welsch,,4,247,4596,1519,602,375,.403,.343,.752,18.6,6.1,2.4,1.5,5.7,.059,-2.1,-0.1,2002
17,WAS,Juan Dixon,University of Maryland,7,436,8509,3678,816,775,.413,.341,.833,19.5,8.4,1.9,1.8,6.1,.034,-3.0,-2.1,2002
18,ORL,Curtis Borchardt,Stanford University,2,83,1117,258,278,64,.421,.000,.742,13.5,3.1,3.3,0.8,1.0,.041,-2.4,-0.1,2002
19,UTA,Ryan Humphrey,University of Notre Dame,3,85,772,197,189,18,.344,.000,.539,9.1,2.3,2.2,0.2,-0.4,-.027,-7.6,-1.1,2002
20,TOR,Kareem Rush,University of Missouri,7,346,5956,2213,572,353,.400,.358,.703,17.2,6.4,1.7,1.0,1.7,.013,-4.1,-3.2,2002
21,POR,Qyntel Woods,Northeast Mississippi Community College,4,167,2060,691,385,105,.452,.357,.603,12.3,4.1,2.3,0.6,1.4,.032,-3.0,-0.5,2002
22,PHO,Casey Jacobsen,Stanford University,4,287,5320,1488,516,304,.393,.352,.769,18.5,5.2,1.8,1.1,6.2,.056,-2.3,-0.4,2002
23,DET,Tayshaun Prince,University of Kentucky,14,1017,31576,11272,4332,2406,.455,.367,.756,31.0,11.1,4.3,2.4,63.1,.096,0.1,16.6,2002
24,NJN,Nenad Krstic,,7,419,10547,4210,2261,346,.494,.143,.730,25.2,10.0,5.4,0.8,21.5,.098,-2.6,-1.5,2002
25,DEN,Frank Williams,University of Illinois at Urbana-Champaign,3,86,952,253,77,166,.352,.300,.833,11.1,2.9,0.9,1.9,0.1,.003,-5.0,-0.7,2002
26,SAS,John Salmons,University of Miami,13,895,23672,8292,2603,2183,.431,.366,.799,26.4,9.3,2.9,2.4,33.9,.069,-1.0,5.8,2002
27,LAL,Chris Jefferies,"California State University, Fresno",2,72,861,281,88,29,.383,.365,.667,12.0,3.9,1.2,0.4,-0.5,-.030,-6.3,-0.9,2002
28,SAC,Dan Dickau,Gonzaga University,6,300,4617,1745,405,752,.401,.341,.831,15.4,5.8,1.4,2.5,5.9,.061,-2.3,-0.4,2002
30,GSW,Steve Logan,University of Cincinnati,,,,,,,,,,,,,,,,,,2002
31,CHI,Roger Mason,University of Virginia,10,518,9147,3289,897,677,.408,.383,.866,17.7,6.3,1.7,1.3,13.0,.068,-1.8,0.5,2002
32,MEM,Robert Archibald,University of Illinois at Urbana-Champaign,2,44,328,51,69,16,.283,,.429,7.5,1.2,1.6,0.4,0.0,-.004,-5.0,-0.2,2002
33,DEN,Vincent Yarbrough,University of Tennessee,1,59,1381,406,162,130,.393,.269,.790,23.4,6.9,2.7,2.2,1.0,.035,-2.4,-0.1,2002
34,MIL,Dan Gadzuric,"University of California, Los Angeles",10,527,7793,2465,2326,196,.500,.000,.498,14.8,4.7,4.4,0.4,15.8,.097,-1.3,1.3,2002
35,CLE,Carlos Boozer,Duke University,13,861,26901,13976,8192,1928,.521,.071,.722,31.2,16.2,9.5,2.2,80.3,.143,1.2,22.1,2002
36,NYK,Milos Vujanic,,,,,,,,,,,,,,,,,,,2002
37,ATL,David Andersen,,2,103,1264,501,292,57,.440,.347,.674,12.3,4.9,2.8,0.6,1.5,.059,-4.2,-0.7,2002
38,HOU,Tito Maddox,"California State University, Fresno",1,9,35,11,7,5,.250,.000,.625,3.9,1.2,0.8,0.6,0.0,-.011,-2.2,0.0,2002
39,WAS,Rod Grizzard,University of Alabama,,,,,,,,,,,,,,,,,,2002
40,WAS,Juan Carlos Navarro,,1,82,2117,896,210,177,.402,.361,.849,25.8,10.9,2.6,2.2,1.4,.031,-2.3,-0.1,2002
41,LAC,Mario Kasun,,2,73,569,198,188,11,.467,.000,.636,7.8,2.7,2.6,0.2,0.8,.069,-5.9,-0.6,2002
42,MIL,Ronald Murray,Shaw University,8,487,11077,4817,1006,1096,.414,.304,.725,22.7,9.9,2.1,2.3,8.5,.037,-2.9,-2.6,2002
43,POR,Jason Jennings,Arkansas State University,,,,,,,,,,,,,,,,,,2002
44,CHI,Lonny Baxter,University of Maryland,4,162,1884,637,477,40,.466,.200,.657,11.6,3.9,2.9,0.2,2.9,.075,-5.1,-1.5,2002
45,PHI,Sam Clancy,University of Southern California,,,,,,,,,,,,,,,,,,2002
46,MEM,Matt Barnes,"University of California, Los Angeles",14,929,21967,7589,4281,1691,.436,.335,.745,23.6,8.2,4.6,1.8,42.8,.093,1.0,16.7,2002
47,UTA,Jamal Sampson,University of California,5,72,631,142,242,26,.491,.000,.537,8.8,2.0,3.4,0.4,1.4,.106,-2.1,0.0,2002
48,MIL,Chris Owens,University of Texas at Austin,1,1,6,4,1,0,.667,,,6.0,4.0,1.0,0.0,0.0,-.032,-10.7,0.0,2002
49,SEA,Peter Fehse,,,,,,,,,,,,,,,,,,,2002
50,BOS,Darius Songaila,Wake Forest University,8,495,9229,3415,1689,589,.499,.158,.844,18.6,6.9,3.4,1.2,15.9,.083,-1.7,0.7,2002
